0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
-9.839378112,-36.97184982,1.709741068,-0.044872696,0.22500344,0.195183097,0.129627038,-0.073989139,0.052764863,-0.005220141,0.070319872,-0.010584516,-0.008757309,78.63371764,214.7804392,0.827228765,0.35310804,0.328889965,0.242318696,0.223744323,0.222303003,0.215361043,0.243167951,0.248415131,0.274881121,0.233772458,-708.3964185,-1945.76624,-0.611448263,-1.273277292,-0.635945206,-0.505838034,-0.596064235,-0.745134065,-0.50886975,-0.792630993,-0.745611996,-1.035267873,-0.863118946,2.426568065,-8.17778265,3.559103127,1.457902821,1.1160542,0.925168711,0.79542462,0.688918753,0.676325542,0.633148411,0.75259411,0.748526327,0.573187564
-9.160852029,-34.34281087,1.466536939,-0.156324551,0.417537184,0.097511771,0.08118423,-0.099087533,0.023331541,0.034404287,0.099603767,-0.074892796,-0.054544271,74.09484244,202.4538128,0.646074342,0.291043188,0.269073615,0.233254837,0.219596097,0.213847711,0.203184856,0.204692104,0.220913785,0.214273773,0.213017081,-708.3964185,-1945.76624,-0.585700668,-1.1010545,-0.353652086,-0.634727887,-0.567366732,-0.669257834,-0.551782146,-0.591731948,-0.70065395,-0.873081357,-0.94455862,3.32872062,-6.235392869,3.243666118,0.589755447,1.144049304,0.806186183,0.88467424,0.471175483,0.655642448,0.638836885,0.651398344,0.493723636,0.439912594
-9.373242321,-35.12797577,1.424564998,-0.374296245,0.455324023,-0.011120127,0.134950089,-0.035729643,0.029070638,0.065734796,0.142427975,0.001949137,-0.013596365,76.5685888,209.207015,0.594432316,0.252754157,0.300726311,0.224021424,0.197951077,0.19216478,0.184781439,0.196908357,0.199639187,0.181143954,0.189291778,-708.3964185,-1945.76624,-0.713723864,-1.094090913,-0.427373554,-0.655041974,-0.488724448,-0.653803172,-0.690400324,-0.659928408,-0.822930938,-0.83024354,-0.782043115,2.848587894,-6.118958414,2.894280849,0.418018098,1.386658186,0.893545206,0.802270455,0.493764635,0.609582053,0.646173658,0.792750834,0.452906489,0.496280003
-9.469984098,-36.70457377,1.317396526,-0.088587744,0.537148206,0.110492147,0.202228093,-0.070904976,0.027121168,0.079044781,0.108585387,0.044922685,-0.034836967,77.97580784,212.8958648,0.694847006,0.308981738,0.302387066,0.223221293,0.222733936,0.205388678,0.221738246,0.24522709,0.220892881,0.215770365,0.199373137,-708.3964185,-1945.76624,-0.517542915,-1.190306189,-0.307738758,-0.559702605,-0.682682646,-0.68433581,-0.666246578,-0.597858756,-0.724039763,-0.996402356,-0.731811949,2.350753574,-9.23931803,3.141584842,1.130460104,1.389602549,0.840096308,0.933472294,0.483087518,0.745720033,0.860704731,0.765512986,0.712350542,0.531407031
-10.36868379,-37.63356846,1.714410233,-0.129029247,0.444616553,0.1239262,0.202952333,-0.086539465,0.097319931,0.031104523,0.218536994,-0.003282847,0.033310899,79.14412718,216.2774884,0.718004809,0.302545909,0.27134875,0.220158299,0.210644732,0.202087255,0.17651086,0.209742552,0.18694793,0.168128071,0.164571221,-708.3964185,-1945.76624,-0.594178403,-0.893104518,-0.244242104,-0.495948366,-0.531480519,-0.779433291,-0.531897415,-0.594178402,-0.380597885,-0.556870092,-0.490741444,1.820498706,-9.739106531,3.627671239,0.721498524,1.195554568,0.692509333,1.005739648,0.470520097,0.651399957,0.603096767,0.847622812,0.461394588,0.456017701
-8.101864921,-31.8394671,1.614289158,-0.116209736,0.292690045,0.074694482,0.025991742,-0.03612114,0.015984089,0.104063152,0.192843601,0.002045515,-0.010172322,72.26124112,197.4315521,0.590996859,0.269886688,0.31486596,0.232282295,0.223552302,0.20116055,0.187702857,0.19483054,0.188375203,0.171911928,0.198533645,-708.3964185,-1945.76624,-0.607336023,-1.070938553,-1.056422263,-0.858008033,-0.727084975,-0.641965401,-0.760260107,-0.607646898,-0.356462338,-0.505394029,-0.702268996,1.411823452,-8.43402675,3.586039445,0.522096372,1.165896111,0.879964438,0.666734308,0.621225964,0.572134993,0.736880321,0.780624808,0.571054037,0.532090073
-9.812922103,-35.87504838,1.292989655,-0.290359059,0.481658668,-0.052722474,0.131685418,-0.109130347,0.022661522,0.041997326,0.080423318,-0.01665452,-0.048674699,77.2546087,211.1226024,0.436385364,0.286615866,0.270020284,0.197257401,0.205401427,0.203950002,0.199625842,0.191194911,0.177809128,0.183061932,0.178998212,-708.3964185,-1945.76624,-0.380019412,-1.041526298,-0.419962476,-0.60205599,-0.520862012,-1.165284335,-0.517154669,-0.540194754,-0.483427481,-0.531492377,-0.65092747,2.106066369,-8.6295255,2.541880136,0.604346181,1.342219376,0.761397603,0.756063429,0.449273405,0.620748299,0.838871343,0.747272061,0.664388257,0.462727011
-7.303647567,-30.80213343,1.796856554,-0.321446376,0.404930659,0.044123305,0.106139621,0.007414145,0.080644594,0.041642964,0.173063261,-0.008521898,0.032452109,72.34723929,197.5416369,0.51128532,0.273056904,0.275697989,0.208582816,0.208491943,0.201006592,0.19984894,0.185976088,0.190393498,0.190593347,0.159249837,-708.3964185,-1945.76624,-0.671387313,-1.025126701,-0.510780889,-0.543348393,-0.486364792,-0.622269282,-0.513550485,-0.492325177,-0.523644452,-0.52722924,-0.473728926,1.985474734,-7.052907951,2.629605668,0.541839679,1.113726162,0.785135915,0.882395731,0.546595654,0.658920897,0.644927402,0.744148367,0.58722082,0.511293518
-8.825101844,-34.91533359,1.741464873,-0.124728514,0.378062497,0.072724041,0.134691644,0.03359407,0.1553201,0.062848081,0.196752373,0.009257908,0.011249408,78.73418995,215.0077348,0.539539124,0.28092835,0.279265729,0.207698207,0.217808364,0.195030896,0.188399985,0.18242068,0.183776649,0.167186816,0.16281449,-708.3964185,-1945.76624,-0.808341037,-1.070925023,-0.336393847,-0.485480605,-0.490863892,-0.584109412,-0.44648046,-0.543495734,-0.350972877,-0.507917685,-0.545331481,1.975447488,-7.177244371,2.777818434,0.742573139,1.194252011,0.737190442,0.793993563,0.6016668,0.792795435,0.536455844,0.884305828,0.505818753,0.568370317
-8.008451634,-33.34857909,1.649856743,0.22524498,0.483919681,0.113232444,0.368047949,-0.066088749,0.00946779,0.186423194,0.083883128,-0.008029523,-0.025325135,72.28280249,197.2786867,0.699076302,0.342960889,0.259350357,0.213743304,0.235325226,0.210764371,0.191047371,0.216192402,0.18463933,0.171657395,0.211845356,-708.3964185,-1945.76624,-1.307952699,-0.826257366,-0.398639918,-0.569969035,-0.504137176,-0.781981226,-0.578236829,-0.35641653,-0.411817506,-0.510462394,-0.523891117,1.956057176,-9.583312869,3.115505857,1.321120824,1.199609689,0.769213732,1.026321469,0.641357265,0.594477157,1.200455411,0.775317679,0.485604116,0.71759318
-2.09476629,-17.23385358,3.096280923,-0.854057957,0.408698977,-0.070782816,0.254280551,-0.138426649,0.162360017,-0.073422588,0.118181024,-0.03789013,0.072758964,39.19889929,106.9212714,0.803887167,0.442789857,0.261589025,0.271964148,0.216327132,0.210772843,0.203755152,0.215430632,0.19837925,0.205413199,0.196374522,-708.3964185,-1945.76624,-0.601897324,-2.466618335,-0.514553658,-0.894366866,-0.397839349,-0.829045776,-0.489686868,-0.769456758,-0.609435365,-0.699669246,-0.54138564,3.030492806,-6.609397585,4.767849546,1.108006941,1.438337388,0.85577312,0.964763909,0.501837173,0.879324384,0.732513656,0.803116628,0.609425639,0.777681665
-3.970743471,-21.48801413,2.407654553,-0.955470347,0.498741551,-0.051943847,0.323287494,-0.094838244,0.082562781,-0.179242136,0.073711474,-0.04606977,0.038503877,53.14760711,145.0887802,0.685474444,0.348296365,0.244528996,0.202633569,0.197779292,0.189018144,0.196954191,0.197190359,0.182715533,0.183634072,0.158661736,-708.3964185,-1945.76624,-0.640395489,-1.945678326,-0.326911879,-0.675195941,-0.358892876,-0.626697936,-0.543611331,-0.928359951,-0.449974433,-0.671608949,-0.511475955,2.362735993,-6.312718373,3.937722006,0.436759575,1.319027868,0.589296184,0.862769213,0.513255225,0.785424045,0.594005144,0.680011635,0.58303317,0.513369851
-3.649413971,-22.83584613,1.943688967,-0.774812791,0.654244707,-0.051053021,0.273746202,-0.101050541,0.124998968,-0.041446126,0.212628322,-0.127016246,-0.01162612,58.3446329,159.1028981,0.795855963,0.228498263,0.246965272,0.213722307,0.186058913,0.192543634,0.195439306,0.180949728,0.187650658,0.180528711,0.179190422,-708.3964185,-1945.76624,-0.645946607,-1.380615505,-0.273440562,-0.757012438,-0.366729168,-0.741854212,-0.566087744,-0.620317666,-0.313042628,-0.759480864,-0.539277184,3.136634791,-6.847388122,3.764816376,0.315084716,1.257669471,0.49430675,0.816924643,0.4980551,0.668043511,0.58836159,0.880724932,0.479553601,0.638480721
-5.993882447,-26.49820241,2.271091465,-0.649847204,0.373287688,-0.173747639,0.267483666,-0.109294487,0.127688546,-0.087195133,0.123689992,0.03374438,0.086878482,63.31213902,172.8971745,0.811279794,0.303114464,0.24866628,0.195983872,0.206149487,0.187999988,0.183978917,0.177957523,0.177940442,0.171712974,0.168559074,-708.3964185,-1945.76624,-0.593232149,-1.655679394,-0.370112156,-0.784814362,-0.36419768,-0.658702945,-0.421651409,-0.588066918,-0.441523401,-0.493618268,-0.335092891,2.70049426,-5.634678055,3.384377384,0.43532671,1.052929347,0.462399207,0.978795253,0.419563408,0.745167508,0.534365816,0.655492952,0.542896153,0.775137412
-5.5442696,-29.12680965,1.536154128,-0.556581594,0.411415953,0.005995546,0.505378049,-0.022753568,0.154705052,-0.132536276,0.140551127,-0.060177359,-0.049301435,71.25972332,194.1598561,0.688741567,0.317576064,0.232463447,0.218879454,0.225774525,0.187416486,0.18902435,0.211677229,0.21208687,0.193246136,0.19000766,-708.3964185,-1945.76624,-0.501701671,-1.412306514,-0.490382218,-0.875743558,-0.350657363,-0.583249372,-0.438338963,-0.695843011,-0.422462568,-0.623819118,-0.645431978,4.331830227,-6.693550604,3.072683067,0.415312765,1.016903636,0.599729614,1.291541753,0.593228933,0.894402773,0.434938873,0.796581982,0.466614018,0.541050777
-4.938665484,-25.55242788,2.453222368,-0.332196073,0.613175524,-0.233991544,0.265160258,-0.123717412,0.322169019,-0.059834886,0.152901249,-0.034586233,-0.026871693,64.15966997,175.0240842,0.601888597,0.25093679,0.241345069,0.209960858,0.223269943,0.194222316,0.196373868,0.181870701,0.170139864,0.16759927,0.167538268,-708.3964185,-1945.76624,-0.529409614,-1.050267547,-0.238790461,-0.814748057,-0.377088465,-0.636281804,-0.478060114,-0.665489227,-0.398651563,-0.535834066,-0.523526183,3.128701766,-6.025652449,3.86298919,0.494404001,1.434482938,0.405721829,0.942994221,0.496944742,0.84756188,0.415751265,0.685209367,0.535922814,0.603306862
-2.69336321,-18.61458712,2.457530058,-0.31695696,0.632780793,-0.173311821,0.339949973,0.030120063,0.440960728,0.100181436,0.166925865,0.014345776,0.029726991,41.36746701,112.8093732,0.726099949,0.294521351,0.277722781,0.253760925,0.250540948,0.216117593,0.214301397,0.190894228,0.197293183,0.193052663,0.176770599,-708.3964185,-1945.76624,-0.321305372,-1.499017917,-0.278718349,-1.341070095,-0.495160656,-0.760178195,-0.387219095,-0.496038176,-0.406060172,-0.786440263,-0.732074935,3.664933452,-4.946079916,3.723768003,0.467033824,1.605427302,0.55831524,1.345881463,0.708529784,1.184944767,0.982654621,0.809527364,0.797518883,0.638347135
-3.630512377,-22.68226036,2.904898365,-0.678325537,0.162024633,-0.163799675,0.417415912,-0.030321454,0.276622574,-0.056484443,0.068558077,-0.058788987,0.068645911,57.0054516,155.4437403,0.744391448,0.323624533,0.41568831,0.244842869,0.269286344,0.209012818,0.209553469,0.187414459,0.186216914,0.194392861,0.180022879,-708.3964185,-1945.76624,-0.428574437,-1.8005799,-0.715700509,-1.280734562,-0.2324145,-0.826359456,-0.29255295,-0.697968831,-0.541275137,-0.718768864,-0.521011369,3.298192553,-5.571403924,4.417122074,0.45177366,1.549356874,0.48974523,1.400977526,0.52591369,1.037855107,0.577569853,0.755828012,0.564905462,0.615381954
-3.163339851,-21.54219313,2.559166421,-0.648147208,0.477611363,-0.123669545,0.284217719,-0.027277363,0.193733857,-0.102549471,0.180216389,0.019323172,0.048781995,56.00618984,152.7131644,0.717012458,0.245869829,0.246885667,0.218525652,0.197267284,0.185591906,0.180389297,0.191777572,0.191460233,0.171146766,0.176470304,-708.3964185,-1945.76624,-0.547822346,-1.470998429,-0.392283587,-0.752110609,-0.257878756,-0.649424908,-0.392795629,-0.807276766,-0.460902858,-0.526935394,-0.612590747,3.358362829,-5.100741803,3.724323923,0.414915155,1.438332123,0.67775119,1.069123972,0.868934375,0.781911732,0.473228557,0.922560735,0.538732523,0.585405133
-6.40120489,-29.00200161,2.609837898,-0.805484524,0.199431217,-0.024877374,0.335683553,-0.066802775,0.240161557,-0.083964372,0.139752321,0.034377262,0.080987081,67.77628614,184.9233123,0.815246043,0.272898176,0.269288778,0.217724812,0.224037842,0.196714502,0.209676623,0.174881038,0.176732051,0.175998195,0.167800482,-708.3964185,-1945.76624,-0.438729817,-1.482856554,-0.5470968,-0.673631565,-0.381056678,-0.668564091,-0.485740516,-0.649540968,-0.387996196,-0.519638832,-0.5030479,2.754048965,-5.587438664,3.894719883,0.178527845,1.100404637,0.756108452,1.004649444,0.543498178,0.951826989,0.622159792,0.695792238,0.575340862,0.579692935
-7.261224627,-32.17966415,2.489299075,-0.532631365,0.423038759,-0.115112701,0.284389075,-0.077341026,0.135243666,-0.092079393,0.037676054,-0.099343165,0.037872721,75.6654065,206.3907155,0.695067746,0.241651666,0.245521984,0.196069212,0.212281028,0.175722267,0.181984989,0.180583185,0.168282906,0.183972993,0.178888656,-708.3964185,-1945.76624,-0.381571508,-1.234929771,-0.377148191,-0.683552939,-0.411262875,-0.711822531,-0.537023752,-0.705927217,-0.40324606,-0.715009735,-0.557281038,3.97373635,-7.122183247,3.827006295,0.435477721,1.082976556,0.469489315,0.91300927,0.514556521,0.72402184,0.442119841,0.67450145,0.431260024,0.566972873
-3.7331191,-23.34266323,2.71659501,-0.810047114,0.393842553,0.162125505,0.470375443,0.102665759,0.344488777,0.006551329,0.145265459,0.057886356,0.058525527,56.70451936,154.5928967,0.87622664,0.42345829,0.267043232,0.240102789,0.221847727,0.202017865,0.20070495,0.184337544,0.197991834,0.171851173,0.162359299,-708.3964185,-1945.76624,-0.598252602,-1.860195912,-0.488451365,-0.590691551,-0.239397582,-0.536457881,-0.569191298,-0.587750296,-0.466256311,-0.454110038,-0.422890581,3.731734482,-7.010441559,5.286781111,0.410697118,1.442343279,0.989338286,1.241224605,0.804326994,1.019901247,0.655945254,0.939959791,0.714549859,0.572379966
-3.380898367,-22.98082621,2.794718351,-0.489595921,0.657014505,0.037205674,0.359152415,0.109478173,0.355472025,0.102619034,0.169301734,0.010760177,0.08479885,58.9712399,160.745792,0.820327445,0.400116985,0.292419496,0.201048592,0.193318071,0.211027554,0.186686149,0.173190466,0.179749787,0.173709179,0.169962787,-708.3964185,-1945.76624,-0.452033256,-1.487998252,-0.330608885,-0.774156867,-0.299220669,-0.505482594,-0.276276878,-0.464535782,-0.37627618,-0.500820407,-0.445524014,3.786270782,-6.278634258,4.639620346,0.780001722,1.486207933,0.84423536,0.914535341,0.836414727,0.810833023,0.688135703,0.641755841,0.595071235,0.550418001
-5.614218957,-25.74518752,2.144432621,-0.346520661,0.292852051,-0.102329227,0.33908868,-0.046474468,0.21465239,-0.032190815,0.054662193,0.013539005,0.016604331,61.92456216,169.0875393,0.680219322,0.290728091,0.239649842,0.198261455,0.19542167,0.178046003,0.178316196,0.171077643,0.173466429,0.164797536,0.162098474,-708.3964185,-1945.76624,-0.608766395,-1.102498855,-0.493907415,-0.690401364,-0.604486218,-0.605369896,-0.352712059,-0.813119833,-0.53952115,-0.500321526,-0.507676929,2.538631525,-6.68952034,3.752086941,0.818868147,1.035642131,0.588258522,0.895632602,0.509354676,0.77990199,0.525260794,0.664072511,0.480336831,0.493710237
-7.364385369,-29.49362697,2.392752071,-0.896453559,0.261843061,0.015037584,0.319204116,-0.048762797,0.194138634,-0.155817564,0.054249111,0.031771124,0.061428678,67.15304408,183.4660534,0.701999051,0.375722777,0.291310931,0.205770467,0.207667983,0.192513063,0.189874692,0.194412028,0.181574315,0.178723852,0.165675407,-708.3964185,-1945.76624,-0.444981777,-1.993242732,-0.776657177,-0.76107383,-0.264520309,-0.653204297,-0.341552487,-0.739287524,-0.84790284,-0.533207499,-0.450286078,2.756803042,-6.098221903,3.587506891,0.389225445,1.027831925,0.603360843,1.110768021,0.592698711,0.834142267,0.37192612,0.597954186,0.713156755,0.501768926
-7.520646077,-31.28891344,2.196440448,-0.682775747,0.24781559,0.133018689,0.350617046,0.025456116,0.218633554,-0.126655711,0.07496238,0.023838846,0.048928674,72.12798178,196.908854,0.900615554,0.387218985,0.313529138,0.235885128,0.205832427,0.18707871,0.186000849,0.179823111,0.175146135,0.182322429,0.166482844,-708.3964185,-1945.76624,-0.385035033,-2.06513362,-0.485851016,-0.663244442,-0.402373003,-0.713771041,-0.36829724,-0.685254006,-0.72033643,-0.51914476,-0.481643041,3.517581383,-7.149722005,5.169866615,0.661302022,1.320001021,1.028416941,0.904680316,0.572001782,0.763528232,0.451590648,0.601113147,0.598262949,0.512890643
-6.840449245,-29.83940471,2.223291342,-0.802907744,0.280907794,0.019528611,0.345419448,-0.09260502,0.214600925,-0.079830453,0.058738248,-0.054313929,0.040384128,71.11788599,194.0886041,0.807768231,0.335931595,0.236516677,0.197293489,0.217523802,0.179495409,0.198264222,0.173060393,0.178915384,0.164219839,0.16191727,-708.3964185,-1945.76624,-0.404709526,-1.687217972,-0.501021418,-0.654242925,-0.479850631,-0.730481227,-0.455581131,-0.597142191,-0.537307546,-0.497350818,-0.413382939,2.688985389,-5.73028959,3.864898081,0.36130184,1.040270721,0.627836278,0.99997257,0.408422042,0.855128388,0.451182256,0.617430839,0.436889584,0.638148558
-6.738843863,-29.50023683,3.010815889,-1.173585973,0.303489416,-0.013792837,0.375087996,-0.058722604,0.256986898,-0.063609051,0.033091925,-0.01232687,0.025747205,67.65698394,184.6764596,0.820711556,0.42565914,0.258259098,0.214735642,0.224073881,0.190297157,0.195064199,0.182642296,0.174174848,0.178333986,0.169673105,-708.3964185,-1945.76624,-0.942043083,-2.256635754,-0.516693686,-0.703666876,-0.361140668,-0.77148356,-0.333577896,-0.683936189,-0.541338159,-0.580327362,-0.562132931,2.564923865,-6.718103231,4.511285743,0.258318272,1.159491152,0.75358191,1.059826621,0.607428197,0.958224634,0.571937782,0.564215029,0.657978106,0.55739519
-5.488850344,-27.44438245,2.563516015,-0.47961037,0.366462058,-0.235616164,0.203587558,-0.107092975,0.116677371,-0.094700145,0.079994989,-0.080161713,0.059548611,68.28485057,186.2442488,0.786453185,0.235475258,0.22131646,0.194530684,0.217034441,0.192545543,0.191379244,0.188809374,0.188331712,0.170265942,0.168091365,-708.3964185,-1945.76624,-0.584866245,-1.168705951,-0.365917365,-0.896202974,-0.569977461,-0.652937381,-0.485391034,-0.773658386,-0.547135007,-0.628384358,-0.412091296,3.344613741,-5.595790167,4.15984612,0.216516685,1.212490609,0.410639028,0.973726938,0.654852338,0.972393417,0.455171791,0.621238037,0.419870342,0.653509166
-6.083935724,-28.08590417,2.550926121,-0.73361429,0.285051034,-0.04588356,0.264608463,-0.123648611,0.096362984,-0.189792467,0.107766815,0.065959156,0.007727827,67.79585218,185.0059497,0.720866245,0.263153413,0.247063458,0.199842986,0.196832214,0.205983915,0.192258699,0.19491141,0.172185817,0.156510353,0.166626919,-708.3964185,-1945.76624,-0.594484112,-1.821960028,-1.014080467,-0.587542929,-0.42429352,-0.805745768,-0.399324505,-0.74981244,-0.420711802,-0.408506371,-0.480974658,2.687397512,-6.434800683,3.707517999,0.349850565,1.101746184,0.652654154,0.919044569,0.498431942,0.648214196,0.365077496,0.655186414,0.537711816,0.461742602
-2.31782516,-18.57889534,3.060325747,-0.673237244,0.800727482,0.1113227,0.266816136,0.283949554,0.16005587,-0.028369656,0.037527139,0.014051049,-0.055340113,41.76048669,113.858623,1.052033255,0.262878796,0.302754521,0.339467597,0.271449258,0.220534566,0.204628558,0.192549138,0.18419599,0.186459854,0.179879576,-708.3964185,-1945.76624,-0.38466929,-1.517920896,-0.167425221,-0.79042071,-0.654118418,-0.362552468,-0.547911529,-0.74379016,-0.609055759,-0.62489282,-0.723687972,3.335482592,-5.545459509,4.74785914,0.913513993,1.749489518,1.209832214,1.172390064,1.212534192,0.822443081,0.56954477,0.666618755,0.677530506,0.513670185
